# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Timestamp,TrafficCount
2020-02-06 00:30:00,805.00
2020-02-06 01:30:00,837.00
2020-02-06 02:30:00,592.00
2020-02-06 03:30:00,265.00
2020-02-06 04:30:00,459.00
2020-02-06 05:30:00,880.00
2020-02-06 06:30:00,759.00
2020-02-06 07:30:00,1487.00
2020-02-06 08:30:00,2774.00
2020-02-06 09:30:00,15006.00
2020-02-06 10:30:00,24557.00
2020-02-06 11:30:00,29829.00
2020-02-06 12:30:00,18428.00
2020-02-06 13:30:00,23289.00
2020-02-06 14:30:00,19632.00
2020-02-06 15:30:00,18010.00
2020-02-06 16:30:00,17511.00
2020-02-06 17:30:00,11610.00
2020-02-06 18:30:00,9278.00
2020-02-06 19:30:00,7340.00
2020-02-06 20:30:00,5159.00
2020-02-06 21:30:00,3923.00
2020-02-06 22:30:00,3278.00
2020-02-06 23:30:00,1712.00
2020-02-07 00:30:00,1145.00
2020-02-07 01:30:00,766.00
2020-02-07 02:30:00,624.00
2020-02-07 03:30:00,222.00
2020-02-07 04:30:00,550.00
2020-02-07 05:30:00,989.00
2020-02-07 06:30:00,237.00
2020-02-07 07:30:00,1108.00
2020-02-07 08:30:00,2775.00
2020-02-07 09:30:00,5266.00
2020-02-07 10:30:00,8440.00
2020-02-07 11:30:00,8609.00
2020-02-07 12:30:00,6354.00
2020-02-07 13:30:00,7740.00
2020-02-07 14:30:00,7164.00
2020-02-07 15:30:00,6417.00
2020-02-07 16:30:00,8930.00
2020-02-07 17:30:00,15459.00
2020-02-07 18:30:00,12116.00
2020-02-07 19:30:00,7107.00
2020-02-07 20:30:00,5652.00
2020-02-07 21:30:00,2546.00
2020-02-07 22:30:00,1845.00
2020-02-07 23:30:00,1453.00
2020-02-08 00:30:00,643.00
2020-02-08 01:30:00,613.00
2020-02-08 02:30:00,446.00
2020-02-08 03:30:00,393.00
2020-02-08 04:30:00,259.00
2020-02-08 05:30:00,352.00
2020-02-08 06:30:00,104.00
2020-02-08 07:30:00,330.00
2020-02-08 08:30:00,144.00
2020-02-08 11:30:00,517.00
2020-02-08 12:30:00,669.00
2020-02-08 13:30:00,1126.00
2020-02-08 14:30:00,869.00
2020-02-08 15:30:00,95.00
2020-02-08 16:30:00,108.00
2020-02-08 17:30:00,149.00
2020-02-08 18:30:00,162.00
2020-02-08 19:30:00,46.00
2020-02-08 20:30:00,94.00
2020-02-08 21:30:00,255.00
2020-02-08 22:30:00,132.00
2020-02-08 23:30:00,42.00
2020-02-09 00:30:00,54.00
2020-02-09 01:30:00,40.00
2020-02-09 02:30:00,38.00
2020-02-09 03:30:00,45.00
2020-02-09 04:30:00,36.00
2020-02-09 05:30:00,68.00
2020-02-09 06:30:00,64.00
2020-02-09 07:30:00,42.00
2020-02-09 08:30:00,69.00
2020-02-09 09:30:00,197.00
2020-02-09 10:30:00,146.00
2020-02-09 11:30:00,178.00
2020-02-09 12:30:00,120.00
2020-02-09 13:30:00,88.00
2020-02-09 14:30:00,280.00
2020-02-09 15:30:00,316.00
2020-02-09 16:30:00,156.00
2020-02-09 17:30:00,306.00
2020-02-09 18:30:00,263.00
2020-02-09 19:30:00,190.00
2020-02-09 20:30:00,213.00
2020-02-09 21:30:00,229.00
2020-02-09 22:30:00,158.00
2020-02-09 23:30:00,229.00
2020-02-10 00:00:00,229.00
2020-02-10 00:30:00,67.00
2020-02-10 01:30:00,66.00
2020-02-10 02:30:00,40.00
2020-02-10 03:30:00,36.00
2020-02-10 04:30:00,63.00
2020-02-10 05:30:00,167.00
2020-02-10 06:30:00,267.00
2020-02-10 07:30:00,1666.00
2020-02-10 08:30:00,4383.00
2020-02-10 09:30:00,8880.00
2020-02-10 10:30:00,44896.00
2020-02-10 11:30:00,33526.00
2020-02-10 12:30:00,40144.00
